Annual_Income_Rupees,Deductions_Rupees,Retirement_Contributions_Rupees,Tax_Savings_Rupees
54644.83136928158,8405.378092188268,3826.3163449009453,2848.384223294076
46571.51089311666,14536.098931880604,5581.671125436086,4350.526118139808
90271.60272397302,14589.547881768534,7781.417234654648,3482.307298228088
58962.36480510872,13239.73039402891,5944.282358175828,2720.6490469470873
84641.88552420947,10351.726277929418,3038.775646994276,1593.5416000324058
47567.2257094155,7095.0520270368725,2694.1250256424087,3246.399219721333
78695.40669741774,19111.853150020877,1608.799939173353,4300.316858901953
75983.55447526915,10901.017015185997,4850.046479029039,2508.0629385853945
67981.04147147972,15335.415427623431,8330.26679877751,4857.106579544759
79310.94141598942,8764.738977527375,571.6331023866771,1139.5371315365078
64714.415469517386,7550.369490602395,984.6585492638904,2743.173466301384
78879.11119134717,5867.4043656520735,2978.167721879389,2957.358600429584
61202.997499060584,11379.581138127372,3387.600566740433,1043.7395376962456
89386.24103641929,5026.4985862524245,3427.146456092288,1359.8781360654993
72874.60917635451,11590.431979712363,1322.1058979367617,3450.574507685992
81664.65333649926,14883.02746759357,5243.261725059785,1335.1398460939924
42969.009184009665,16245.458483634568,7591.534613633891,4737.830856474224
43267.196039434624,15294.126865375754,646.5768631002078,4958.723575917513
42759.26449588836,14329.307689831156,4005.66835494087,1027.1721800275882
40584.538912087155,8761.606452456086,1465.9750327651245,3343.0022798984014
56879.597770984416,15628.243187272055,9132.516732945056,3926.149930869146
70757.5763982379,12796.123313212669,3056.3549770494246,2444.853007304717
47745.12680455595,16484.856083934377,9442.35136606616,3290.335475895547
97234.20641071274,15666.603651528214,4074.165556972915,4120.478903415951
98203.96944507558,12691.514678388696,7792.093931832689,3894.2057811923264
53009.71819122757,7823.213837782087,8347.771757318544,4301.178897075532
67971.94439521211,14737.208949659622,6144.493607481532,3060.5589764174742
42511.15813973004,14837.375520441976,779.583082550288,3130.625909249585
49870.91296846044,15544.943033182659,6287.033565451337,4930.458919169325
57481.45302393449,6960.931127697067,5210.2969886032715,3682.551754389364
98400.0513930381,15828.9842542335,6075.072259613146,3349.5096602016806
77802.7796157687,5941.028271962089,886.0062528549483,2990.6419716555056
51871.40256406296,14914.72741471653,3574.5197011482687,3084.221484750933
66599.34808212343,9732.362823429386,3035.5434396050127,3998.766242049449
66170.62122623328,16133.950513491065,7042.28946949684,1356.5597166043294
76310.25146579114,13115.60223009115,9103.950344728895,1332.0957980284152
67133.24183159809,10113.683159264974,7212.300665455143,2158.3543775163034
97175.51818930755,7736.457295202486,7503.324299961154,4128.15114675017
58137.16609571497,12224.686397077632,7066.784930302094,3339.136778433911
73078.74592605518,8589.921353826629,5942.201400384677,3306.4984955667924
53492.14655773119,6535.723384380299,938.5053486880835,3327.33165688443
99696.44573480218,18773.349943331086,144.59382963156298,1866.390506472152
93353.92997204456,15707.567658932468,3911.4465409332834,1593.4819166307386
85913.30294360065,14534.13257564549,7870.175807824219,1449.523336283701
86093.6229817727,14694.223146532499,7091.641806469175,2518.8062284463977
82833.3573600586,15928.707530892949,7836.756835655452,2454.772216860763
55246.67673050065,10211.433956377103,2627.200813480971,1348.359730957676
59704.4315042274,19558.4346147502,7613.105167149885,1166.3080654287392
42069.70979979738,6026.184728469896,1028.3405548525247,4200.266809569751
99750.41881064088,19261.77163475821,8850.513061641564,1632.81762280675
47905.95685063311,9634.105291205542,4367.020689361852,2765.4146915925203
81175.25366799964,15033.71375034917,2287.8240268221384,2963.455159383918
50070.99694981545,15535.935508440292,4287.095249331839,2846.083283220249
65192.176807589145,14502.899752434125,7441.67343278654,3306.8057284749143
77165.76516576509,19943.55917832985,8608.227815586677,1856.5149574652592
59964.002241918206,10489.438445799093,1861.2948049235501,1179.8698865976244
82623.21699505852,19313.56508678996,9478.733510561548,3731.273250463122
56474.30355005838,5767.9385030395815,4792.2426386625375,2191.5606166865064
60665.82663314212,17036.563266124052,6631.923353296795,4464.246817339465
48789.96921510568,19938.341217465706,1243.2483813277884,1321.02370987225
53083.86646751214,18685.592015601538,7467.845817743146,4029.82969761336
68848.2774210887,14284.530332306109,5410.557280312332,2144.5761384704892
53965.74877518789,15563.231535746172,3355.811036488805,3824.3157593166347
46723.40470376986,9933.45069412009,1161.8908632671066,3735.711934542766
93602.18328062253,19925.29227868881,1622.1890332922296,4280.8306104250405
99858.50651864185,15703.332515827684,7395.809551272689,2324.6516748204303
49438.28847828002,18129.693085229865,513.7283714628005,4912.9297202529415
55807.93791684796,19311.213316324764,4926.070720344412,3994.2495805638746
96299.39732317242,6446.828100756435,5695.413137795445,4908.529259240903
85843.21621637988,12948.906206515467,4465.480231356786,4103.896763798525
81969.692648723,14170.655660871187,5853.998464127131,1368.8520048287699
63845.317232159345,13603.247285961013,421.65394772128883,2052.915163230299
94345.12548946956,19108.54861312426,8764.383337468671,1702.128686507344
41922.55310160561,12715.628376443128,6643.482942781678,3620.6694817910748
79332.92834893212,13899.54294743798,4409.66372526711,4515.245124558145
49466.95546528865,10467.629752980001,9271.234013082727,2467.54743668401
86233.64188785962,11070.646996681604,4052.0339263724904,4209.6308953457665
61926.724464999534,18382.31126969411,3200.0371550926075,4385.80500580692
64237.176141411386,10132.030857418351,1758.647679186528,1491.3694139170625
54572.34681056612,16042.594367461359,496.70101081024654,3916.8840092704454
47922.38940355875,12287.37212523205,4239.882266429589,2807.629349257684
82455.14343532892,14233.187358621479,8386.95412879748,2904.828029180131
91924.7318235003,11632.791924251778,3715.2700056232457,1421.9082739342975
74097.24175392614,8953.76020165917,4827.753327387104,3217.2943298474866
97616.71305883411,13984.779412168593,9201.392274938496,1377.1185163386258
48883.195673513415,5316.650612161339,3723.2704737960466,1435.385141677693
44840.465612287,15984.455729299074,7429.633591752692,4646.959287169304
48615.55520050774,19981.75437076672,9023.138498687016,1336.264809744983
92276.86805382693,11609.676273784891,970.8810145430214,1704.2352621828734
97250.80674307657,9614.023546682161,2085.802687504388,1549.8506774095767
75882.2085954083,14203.93823114567,924.392167844097,3858.501699589986
61528.680239782174,19105.501048889535,7001.744048289177,4827.7520016560975
74705.31638086407,11498.580194235674,6463.033897608939,3580.5489320700494
60376.51210359603,16423.63119606506,3135.7588623397983,2439.3563639083895
63200.987501843876,18999.607424452726,793.4418829693491,3715.0596001172803
93270.86410866404,6378.054905878429,7215.8885379567155,2006.056857998201
56983.009975200366,12118.255219723229,3591.79799491546,4569.267019964724
41222.07067221314,6511.195619994189,2692.1546444020305,4659.242039479806
47181.469468654795,6390.449848552552,7751.102128676089,2573.7908828953464
46891.89125675778,18094.030764066334,105.94254745090126,1535.2249518164672
55864.94218704813,14940.57546634379,1898.9192277712198,2547.026076809615
96056.9806507836,19598.600435653952,8799.912882195395,4569.140841075239
89718.37916387076,10641.62090809908,3109.603029229501,1007.2649154912958
61323.41545447746,8087.9330073235915,282.9104462480103,1348.873888124299
67053.63532157207,11951.159172993779,909.3093765780868,1766.3958410770556
67146.3495931204,11880.834968772615,6746.523808523682,3135.7540488035843
96979.70424895192,17043.152738620156,2028.23717618418,2705.783820589921
71671.31073681952,17658.195520510308,1669.696694743591,4201.541292060001
72382.67489806024,19819.53975899886,4869.5754299798045,4663.062195912704
68985.7021220991,18925.394533688726,9442.867687026524,4333.2879218792805
70809.58563867709,6114.757149904164,241.37969752411448,4467.5078199398595
64214.764448693044,6858.323087037954,5358.934167821679,2889.2509142437684
59426.235500045535,7313.821592609927,5125.9133864543855,2148.026228897119
83251.3599982319,5078.7656959352025,8132.684913465757,3728.333982440603
95012.70865404281,8540.389436531083,5010.00004884421,2817.2359573822996
61765.61916014037,5000.436481138153,4069.4003077969533,1072.9893762476208
62976.79436543599,12329.564975251178,7143.523063699361,4556.4712325845085
80335.00262534665,9077.23488979694,8579.56177694019,1599.8259840821047
69269.13470968601,18496.90076174087,6002.180758106003,4953.700692877832
50860.842577498224,10099.044559708604,5861.710941326846,1321.9081780217393
63556.011591247494,18243.139959234853,4697.909714234451,2978.2975456656495
83396.95553432636,8449.701113436528,1722.0033260452983,2183.529554093273
60529.46235147398,18109.582979876417,9476.487171938337,1435.9953734183177
47749.8449071,14207.279990366014,5323.864062673381,1597.0451350039823
48757.669577890425,10106.10691515204,2266.3119369054007,3695.5255712800263
41774.07217649117,13467.55335248697,300.18571878535516,1289.6801238105086
51369.159102807374,16302.290156364743,5033.927115740974,2017.8174566127236
63216.36685141231,19100.030545412563,174.72280810393204,3048.586492640406
43173.201045844784,8661.209937565847,3880.8553503725107,4825.01071610448
51619.266985482886,15960.824139776947,6382.676080144542,2589.225342753185
62666.05365821169,10304.222210912936,5956.322137624466,3160.864140273988
82461.90934038388,13861.234760729289,6091.837631292016,4566.633274716907
77861.50534466402,16253.13654078012,6044.90222989789,1724.1128727600258
91529.0637625978,15205.83616393694,8626.640016103293,2693.0078118489632
68638.25143357954,7654.8180804642325,5649.817310896471,1105.1450763561306
72023.78078292441,17534.264811787776,7522.449665432001,4853.031918303939
50819.30382870726,12439.441278489587,5377.488059126667,4875.20005813052
76271.61037477636,18913.432851491685,4532.638102394872,1129.8976939178851
54591.35860798557,17644.477964622252,7669.920301996088,3630.654550838071
97239.33062324554,14910.116875698512,6871.074068381226,3742.7475594216785
53432.14842594686,7522.559272141631,782.6944951586279,4554.974432966932
93784.41006260837,18240.717499715258,6914.011875391866,4489.5884832978545
61406.90723418724,9441.22933664931,7383.275662284049,4267.53627839095
67519.94131031321,8155.586928699574,3577.616193672866,4136.685239297136
56379.782505508796,18417.151046828287,6844.0584878804,1263.4116139906394
55864.562332554975,10927.829148385375,4073.275045896785,2845.4324682364067
43623.212672903304,13767.12792245843,8266.462586533667,2276.166399131317
64240.4072309653,11430.153928687025,5534.422387744648,4131.434650076095
92335.56514100297,6127.48018164956,7950.58150777388,3043.865339546881
92052.55340734492,17471.5965275801,889.7346460873157,3017.7408021221945
92306.95296136034,5268.556113552202,9232.499768072217,4128.7428396304895
53800.79802572583,8124.332743111543,4160.286378760856,2495.603735326965
70078.01143276914,10697.704272884024,8632.855366132208,3580.846537452321
66765.03958901492,10843.640554384734,9421.2505995104,2800.3198367094956
94260.74835421609,6126.066240781583,4090.944932485109,4491.366910826155
59343.4267830075,9567.37681086437,3484.4324262695204,1072.283758868247
57144.82930329519,14055.860250446496,4223.296666571024,3064.0853276683447
88305.15297728573,19267.135859472746,9136.61982473325,2789.6213539255345
68888.90301184602,16114.08938324159,9583.090907779575,1120.672238533792
94960.42618681512,5368.711660065161,3334.3293137516416,3376.8073474431017
89658.04218400581,13447.605197830366,106.27345577124414,1706.774023887593
95559.5188734749,13151.396495426114,2964.3360704347024,4774.852084153161
60829.82728408241,17878.18889358241,9929.098030945683,1987.115338261328
53933.89172153697,14759.35529142753,2560.41621235108,1575.7485585470522
52618.8195036832,16770.3552393321,8311.425198345318,2945.873986785294
64647.595824290096,17875.71420737031,8161.503764890184,3447.9151901312644
76854.0157635588,8898.901375579944,7841.8021635269415,3953.9663887205143
44577.301266794704,9114.130785543908,817.9687633569877,1796.9017520728917
65708.84328841901,16920.046210805398,8626.141977475201,4379.566492928894
88403.47423411736,6961.553872423934,207.36140698336624,4831.477116707429
50254.68390370209,16948.524490972035,4342.720480101659,3327.556257916872
80961.75432000596,6774.264204834973,8094.327137052123,3895.0606344892644
53320.49366971812,8585.6005472916,6259.578923916421,1699.0513819330754
49157.71480419674,11988.400124573873,1978.1666539226894,2251.6110308398524
90871.11573249447,16626.377584685073,7746.088722020811,1107.4449980195213
84391.87600769935,10738.28502634001,627.437483493275,4609.51372187751
72320.78891086478,17500.45084238489,5912.59883938611,2761.218843207729
72170.26140705484,9646.224987653673,4647.731885242631,3200.6404844802887
85296.85018146379,18696.962333924203,7619.425580530774,1789.7299200752118
80977.76993347253,7242.036668945455,4057.2346959277193,2958.8833943492164
54923.31973728043,13743.099302139593,4157.281876898197,1101.708277166586
48510.279257439324,15856.702041658686,9919.914788107879,1260.2394526861035
57068.969129728226,15795.817455125814,6939.131539270404,4500.64401924918
57178.159477524074,17128.031784576306,2504.9036370868425,1277.1733764772243
72147.46168373607,12085.402673608225,3785.02464234027,1620.1884032218509
70341.87603353616,19797.66570811302,8708.631553418903,2319.5693799307046
65277.314492670725,15093.617973742586,3456.2595835186294,3638.1250450648818
63327.137474836396,8009.096251847197,4423.353849122683,2387.2490454513472
45233.100219192274,17818.695052404095,6472.1045091267915,4018.752952252675
77747.84924808226,8026.048903117109,3945.881259474602,3232.1050581229683
82643.01216024774,12230.356401940095,9992.473606383508,4208.762252138595
40494.352617711585,19700.082220486533,3767.4287170086664,3452.777846305056
61682.85544179306,15434.65760386181,9623.557088027119,3437.982058907794
80324.98615206603,5184.771003348891,1015.5837324082117,4258.469168850627
99243.04530971512,8212.701685173917,6133.129643737631,3547.8662056597195
78709.34959017795,10726.400734471852,6894.09738702359,2126.127445788821
70223.01585617353,18337.960292540854,6648.823429551611,4134.169265655295
44259.987964694235,11774.258871072594,5197.0461119985775,4005.549027962107
47922.32778248792,15280.3916721179,6545.7121589604985,2652.7635087845706
77205.56514266523,17255.00788113191,7460.122695418364,1283.2677242790414
93617.2229477764,19110.327921795884,7409.058817559819,1295.1830683008368
75026.817990068,6530.407592824955,3634.0354587610436,4218.575547666565
72549.24742084916,18960.11784931892,4661.963957889154,4049.5310032021566
65019.53902665613,16949.730553312387,4038.1075082170637,1063.7125353936087
54977.471425339965,12984.949097476834,241.04332136313468,2257.358124100003
51720.993094501515,11773.237627656345,6864.610408793515,3354.631775858758
92064.97350231788,7513.0251071551575,9981.457529786154,4379.1535935573675
56918.01768512426,8373.340696665837,6067.554990392624,4217.369704889215
53520.1119092436,8080.6105967606345,9371.135177684762,4980.152748275257
47829.63219861988,15440.668944605997,4860.930567590022,3172.368073895644
78013.3336997803,8336.903492290303,8771.897877658887,2277.283489672641
51702.17922927647,18165.45974039279,5523.530325640723,4088.8404891828905
85903.29790719697,6415.405817937309,7061.543592265793,2785.12059740594
73572.89494162788,13185.884877255641,8840.706781293437,2619.4045125720395
81237.48339875665,9253.065644299928,9072.233857403171,4515.687234156305
74985.60241931226,7295.350453152946,9946.882555628961,2987.8731413872647
68559.36872609073,8605.86044382744,2463.080791992569,2257.339645833462
76419.35313230858,12762.494342103806,4799.450817874625,2405.085306616712
66243.4812398234,14029.766971305646,4789.227874268336,3780.4260555210008
62984.327302123565,9251.302082371298,1889.4167651771697,2920.329499925116
74500.31501174082,14508.535235815172,531.2780395244521,1688.585024584409
67871.17565567941,11734.589104902496,7913.67440404648,4887.932871640265
51065.751174614394,18722.460321114864,9670.58847358593,2329.051824542841
89499.94107416678,6603.805076365478,11.255533397196427,3199.2568105950254
75684.78688047605,9319.944494872867,112.59087711302462,2103.735118062982
64225.017066587854,11463.939152059926,7736.283729094069,2822.4705027843047
42356.536015996266,11220.964326580866,3825.601148724038,1366.7363058857593
74793.02446065997,18662.6634079011,977.98835479739,2800.728655175957
58054.45511449703,16634.172734979125,9143.456747979313,2144.365444341365
89532.25889185912,9691.35491582957,9593.185695101614,2434.349848176095
79929.24936671162,5026.244023682167,410.4618161428064,1220.014722349624
52991.118662577246,5202.734099864576,2593.1259072027315,1303.0647284632983
73069.59632394969,16764.077261467864,9700.238644729512,4799.683019122088
93134.9887963343,19467.92442543913,7432.634539052108,1388.3907363095402
59178.81581174703,7853.966343619598,2319.7694119912794,3854.6123947599167
99198.5402041105,15246.05552654234,9575.478491049864,4518.983962577511
43967.484769595474,8911.82989226323,8740.499495761745,3980.8748370789467
94916.08906864689,14385.973920700162,5370.105971555472,4513.462658262122
40307.6288774548,14271.629928509377,1235.9504177998149,3644.1944128644395
97513.21715684072,18425.664725967596,9981.545802732951,3321.020205481121
70198.0014229932,17025.010717477526,2623.5566091245555,4679.747995837171
79519.24790084409,16258.7224888108,7115.437430762964,2077.7285684692065
41685.572110159585,8630.378402438088,8344.603035821434,1177.8939263241207
81603.6278267033,7171.04992218245,5013.297811523,1651.0968202597223
65190.699704738,9313.758283973224,2199.8669120446,1938.9487414378195
51683.70134287317,8387.103058606177,8294.426364312278,1666.9879899672496
80941.3993823985,16618.905087924526,3359.096242686257,1885.642209013918
41889.01636799088,12787.447386463442,7934.184809971737,1336.2434010299148
45715.92591977486,16505.98787264715,7599.8563149460515,1554.3457289309927
79607.1089312463,18893.926676961193,2721.4742836681994,1545.8046481921265
51397.17499216407,14142.164722116831,1001.3546281775887,2052.889581780013
64367.04836266955,5295.844525469687,8797.252184990628,2270.1296917820337
99149.04043956015,11254.477219054987,3713.5294793477347,4786.6246484403655
73469.77882654645,14029.807934585726,6135.893475452808,4447.363980726119
80931.30048218419,15200.074370434242,5565.346279784305,3708.562598039839
48153.6856303082,7998.7187128537025,3142.287458148273,4368.174637689852
75446.64857929159,7585.701652815889,7274.27130685806,4242.734893866122
72746.5595011782,6308.189274944337,7573.735905714637,3484.9142450475765
67986.38292036447,19267.416256021632,6511.921124331823,1742.131587156916
59292.61293356426,15197.04057885092,1369.539740384521,3655.1129851552446
81393.18558954458,17354.168765948605,2725.66654253385,1044.0548997967887
86128.40576415256,13041.745961594439,6710.606630751365,1324.170887642104
82057.34432495778,16052.074040445134,3219.967711129691,3787.914548868637
65054.071126262235,5265.585415386821,9338.657355529882,1209.027249180274
68318.54953928343,5942.022924857617,372.4564326887181,2933.5297466195843
59024.26044259894,18044.57647696138,7796.916878689178,2602.929543959127
81935.4051215231,14562.287756114607,6078.689309707298,4339.896485539366
96416.55515610258,5468.034856108736,5275.964698641641,4193.911049081325
78125.41632679998,10451.646522550858,4026.0370171548375,4997.563838875951
86032.85360327116,19239.746737054338,5697.630049123997,3651.7128089080484
82257.59390883472,13370.594234243963,2855.157877138126,1476.83048916677
44928.50329440896,18648.445623860458,4868.505895854723,3004.289792892017
84464.21119012215,10198.673235701957,1536.6426821832968,2855.7141855264326
87758.21291086136,9916.432597849558,6847.474490918199,2866.0614506318007
90050.02205268781,11842.467603139106,2796.194202805933,4096.335053651988
70092.3520536177,6901.483009723586,5420.234335638602,2404.9523159516866
93648.54198799332,8780.769674799487,2347.123019714179,4558.752343042566
65609.3921173191,5061.180616174648,7411.266607540824,1607.5494614395184
83036.59196928318,19803.600007916684,6758.419025896625,3176.3855357378607
51091.710582940475,6723.532287010124,9744.578820331779,4772.405898018496
72833.96789156484,10644.889652237107,5540.35874057786,1189.0845993807147
78832.6194394411,13574.739834360244,84.2218019506269,4650.960306879885
75111.02532065865,6125.791636367812,2239.416169072165,1272.9889871966104
69070.6341818267,6646.256588739729,8896.009644423673,4665.185312787825
43730.579925330334,15420.526395514047,4336.9364897559735,3713.968265070999
61710.77346179458,16513.55046302197,6913.638543970637,2677.68214569675
49345.22758042488,12692.070176658604,8267.27235387298,3338.3858155906732
59286.061337373816,6008.8189679591205,7777.6121056732945,3093.66437553219
58331.69792868777,7894.899464205137,8474.803570170165,3704.2715833482557
82239.55568026456,16067.285333674889,1878.2827758875876,2868.1961639716237
41019.0864782839,19430.421506613187,1619.1197740015516,2378.14712467681
71457.9372381822,14935.289827355009,6647.884155784035,2434.7412298614636
85998.97013398798,16596.405762723894,3548.4639069267,1347.748429927099
